"","ID","ESC.Mean","NSC.Mean","NEU.Mean","ML.Mean","EB.Mean"
"1","ACVR2A",0.086414927760627,0.0889540518688147,0.264787389157443,0.195258871595429,0.14502528225214
"2","ADAMTS6",0.228563609284409,0.155790882922352,0.127611904461773,0.0827187289405548,0.113218988486737
"3","AHDC1",0.239561863320892,0.104960621932128,0.243263983278568,0.0618752484268666,0.225800176034233
"4","AMD1",0.768362203208373,0.082202907263755,0.110914257626512,0.064847323257584,0.108704841544188
"5","AMD2/1",0.192849809427421,0.210541763251686,0.166325808278415,0.0725223058549148,0.217080560377158
"6","ANK3",0.123642972279971,0.13877285754966,0.16595807025169,0.147635058088437,0.142303669088297
"7","ANKS1B",0.0914208237362227,0.226059662140433,0.46471281545854,0.148451772127108,0.198159043344776
"8","ARHGEF9",0.164631137158074,0.281339316501125,0.436890631695163,0.0785633889040631,0.136405536514575
"9","ASXL2",0.05029974999774,0.121483259759965,0.114046644364514,0.103089147190396,0.142558497172003
"10","ASXL3",0.214769907579343,0.0847606140359429,0.152941877925215,0.0894346138819093,0.122753199809799
"11","AUTS2",NA,NA,0.373635912149006,0.0549764084270001,NA
"12","AZIN1",NA,NA,0.216438026264226,0.0406476869674478,NA
"13","B3GALT2",0.195649602498305,0.127232884243118,0.1682028683927,0.0405755261615798,0.19583529871177
"14","BARHL1",NA,NA,0.157741553645332,0.351773514814285,NA
"15","BCL11A",0.196255778519077,0.106551223542782,0.434351217868829,0.0709020639781045,0.0956160735822156
"16","BCL2",0.145483359210484,0.0854367557773679,0.211534475061265,0.0994869986210904,0.224870409645711
"17","BDNF",0.0472580951399291,0.0725101285130713,0.169704396880907,NA,0.106734322818436
"18","BHLHE22",0.116904546280832,0.134181627905461,0.132263753093246,0.16400503376984,0.0835032030609457
"19","BMP5",0.0636688101762308,0.095567462375264,0.0628218361238038,0.0996269828312732,0.0649410848988191
"20","BRD2",0.179276165692929,0.13558976272776,0.722272782755767,0.234720704668986,0.134400353133283
"21","BRINP1",0.0861244088914314,0.223692192463935,0.0850240522483896,0.0820625664584288,0.143771282850788
"22","C3HC4",NA,NA,0.113389939341843,0.464350955411204,NA
"23","CACNG2",0.118138646387462,0.101607216412462,0.179149908284629,0.148242271732865,0.107558797759121
"24","CAR10",0.020853555109077,0.0969972429766293,0.0199527527048863,0.0653714908586248,0.0231901035092736
"25","CHD2",0.135722879973381,0.316081161907815,0.464569556667028,0.0546315181043944,0.129727568378879
"26","CHRDL1",0.0614511531602348,0.189175855122517,0.304540450098519,0.0927126301962675,0.214221913558454
"27","CHTOP",0.132278530024095,0.123504889964903,0.395870950614389,0.0853620827385881,0.209750232792897
"28","CNOT3",0.0490273662172918,0.121245423052978,0.629120409808505,0.0845265892513911,0.116647875369855
"29","CNTN4",0.109088822683417,0.337533288567427,0.466436626565412,0.123061517229213,0.0792076877388472
"30","CNTN6",0.262056764957076,0.233314842340702,0.244389412191278,0.0982104512825646,0.224602808445222
"31","COL5A2",0.00308993005595396,0.109061851057997,0.450946145518472,NA,0.105100311656509
"32","CRPV",0.133448251781607,0.183565499459433,0.095617934355537,0.138244799067271,0.328211717905956
"33","CRYAB",0.131569763886967,0.201078735179736,0.32380060531268,0.109808128333372,0.203011295533463
"34","CSDE1",0.160378333837172,0.204289850267217,0.791404812891978,0.0624973334494639,0.227048983414206
"35","CTCF",NA,0.250494603872759,0.28920158350031,0.331636882969062,NA
"36","CTDSP2",0.245389877323605,0.124612482408837,0.723701427577213,0.149395771761861,0.0419476888807231
"37","CXXC4",0.0274386697475524,0.149707748888754,0.252638585482674,0.136487848160933,0.34559438650759
"38","D830031N03RIK",0.195253715125784,0.103185980463717,0.391285052307987,0.0841878760055528,0.062451207077765
"39","DCC",0.236167377756881,0.297486311023747,0.261343319808537,0.0461629879565003,0.334883091807807
"40","DCN",NA,NA,0.129681917430441,0.277997108910827,NA
"41","DDX17",0.249783330048314,0.159195444102328,0.163010143713351,0.0978431159204833,0.147172338771366
"42","DDX6",0.0782513617599974,0.0913392618549498,0.117635411214542,0.073690098602725,0.136666372597195
"43","DEDD",NA,NA,0.561570831317698,0.605756858780731,NA
"44","DICER1",0.15061855520218,0.239671689366474,0.274368502776571,0.0619710306277115,0.0554402343915929
"45","DLG1",0.333917226460196,0.116938779682139,0.066307470087648,0.0914263761478871,0.216350098986374
"46","DLG2",0.116959636432425,0.33577399956763,0.158732314477031,0.022798650265462,0.101721123190389
"47","DLG3",0.0521057430918424,0.0813435106297354,0.636921705772905,0.0931639503639191,0.121022758160188
"48","DLX1",0.0862270459231634,0.0707447904174533,0.58133360345661,0.10663431901054,0.141496237314301
"49","E2F3",0.0679974520797155,0.150388977800105,0.081308997940809,0.0459299643113418,0.067039984896406
"50","EBF2",0.106957569423641,0.144506422278986,0.0508263540883067,0.195147299547004,0.341637835343836
"51","EBF3",0.0427743892786793,0.0703852102115974,0.550013005581147,0.100564499264532,0.0199808523183357
"52","EDN1",0.230976716271274,0.18100710732907,0.16874379464197,0.210284237488219,0.153341364718084
"53","EED",NA,NA,0.447128748481675,0.10456771875822,NA
"54","EHBP1",0.248711846145727,0.377942923918309,0.125720534822117,0.065789874489929,0.101565357818201
"55","EIF4G3",NA,NA,0.0206871696968536,0.471974239127471,NA
"56","EIF5",0.128535185314017,0.0751592112205564,0.207501467806751,0.168274969068744,0.0875409277725232
"57","ELAVL2",0.321688541162903,0.142110944851479,0.308491197725169,0.115971425506289,0.143945852157161
"58","ELAVL4",0.212395893813821,0.325564131573946,0.352870757272815,0.0843481431723412,0.0747175140253221
"59","ELK3",0.480821063956919,0.749695373758878,0.667441813606773,0.186983528207557,0.100050554920489
"60","ELMSAN1",0.124356321154457,0.168186521242213,0.0174793112944545,0.0653479941641961,0.185585277428264
"61","EMCV",0.104412424766943,0.118699550395674,0.328381224876094,0.0684018683991941,0.147340405581731
"62","EMX2",0.527806499009385,0.677591702508898,0.580599655713662,0.0390559255140998,0.132823109294676
"63","EN1",0.110803646747572,0.190927640454283,0.0443746680999336,0.0941149456428086,0.135723137864915
"64","EPHB1",0.114281980410133,0.0798778280650796,0.11681618173783,0.1213065402198,0.0825603480701191
"65","ESCO1",NA,NA,0.267738020852167,0.539965319773982,NA
"66","EXT1",NA,NA,0.469256924967869,0.156989133142221,NA
"67","FAM193B",NA,NA,0.190316817768018,0.26173826679416,NA
"68","FAM19A1",0.361293691318503,0.280022207790682,0.279319912128517,0.0313266923017554,0.10158652192432
"69","FAM214B",0.0999710208577881,0.130045768237741,0.0752156654868141,0.0891521130428882,0.205659777863439
"70","FEZF2",0.0743112630364731,0.287471703228662,0.131285394178373,0.0597027991564659,0.138061742672262
"71","FGF10",0.069149448835358,0.291968905059442,0.381502890502759,0.0643981156120216,0.102929910177054
"72","FGF14",0.241282795653703,0.0652295267509705,0.334650604904789,0.0792926419825339,0.0579138554002828
"73","FGF7",0.27249075870542,0.372665887687587,0.272134445182387,0.0703519761490008,0.139716187172179
"74","FGF9",0.0522627430554201,0.196812034234763,0.243875309734581,0.153628093053205,0.208039090695439
"75","FIGN",0.28427941555202,0.26395776637614,0.1380200203546,0.132050987702315,0.154164917327917
"76","FILIP1",0.183105067504802,0.335032010834372,0.103352297487568,0.0947246618505931,0.137023107017652
"77","FLRT3",0.152685205849271,0.13397819291381,0.221252897552042,0.0790936657339944,0.173904525080367
"78","FOXP2",0.169224412883112,0.204845336429018,0.146192942609364,0.0554207629504384,0.199046200736681
"79","FXR2",NA,0.32349377974984,0.489085409322516,0.207577773640383,NA
"80","GABRA1",0.122289580387546,0.248320456381066,0.339677225646804,0.0920482044892631,NA
"81","GABRG2",0.110438913908209,0.300023455174502,0.146656423547164,0.0641714933781721,0.119828717336509
"82","GDF5",NA,0.440320580598926,0.327066310960636,0.411353980286298,NA
"83","GM8300",0.193398344997684,0.34200391876877,0.28961774023592,0.116734772089059,0.175083232498595
"84","GPBP1",0.166459849619774,0.0875794777176639,0.666347516875422,0.101601242417526,0.0336945085463809
"85","GPC6",0.147222987729388,0.0573165411512043,0.60296961992923,0.163521485412974,0.0951290424044774
"86","GPM6A",0.188516123987954,0.11528089934764,0.263095352668276,0.105808561431744,0.15089538908266
"87","GPR21",0.181367854414981,0.0610874969013174,0.0500688293894482,0.0665323134451726,0.118506516357459
"88","GPR22",0.0702677748902621,0.0851651133849961,0.465427302996148,0.111276281891676,0.229260103473155
"89","GPR85",0.11413811598379,0.134620746324058,0.0571915022066168,0.0881817310588518,0.116568727250354
"90","GRHL2",0.0899290482840034,0.152519827710908,0.0488667691700826,0.0534463247305832,0.128176149987055
"91","GRIK2",0.110977382292777,0.164379840824345,0.162884903251177,0.0908040215051563,0.0940577397226159
"92","GRIN2B",0.130509359190686,0.0682584575018827,0.201690805693876,0.0962001817168891,0.108027221288111
"93","HAS2",NA,NA,0.225257486983676,0.335142636996009,NA
"94","HCV",0.125947566434579,0.166935163709742,0.3510315188816,0.0816843467775776,0.0506804507843229
"95","HELT",0.113653502684879,0.113111030073652,0.177550601839693,0.100305782501445,0.0647286287314014
"96","HEXIM1",NA,NA,0.0726236151513827,0.146701307454504,NA
"97","HHIP",0.463308450524251,0.271828305628819,0.176650787094735,0.124534481382656,0.0719617237604076
"98","HIPK3",0.806456095352475,0.184398783054489,0.390279179019552,0.111768395375135,0.0623921884830638
"99","HIVEP3",0.278182299225312,0.326965549994854,0.385105329420728,0.0301562473502803,0.128565287641641
"100","HOXA10",0.126963433453689,0.248757393650334,0.476205427308495,0.107693484217723,0.156542216646719
"101","HOXA7 LONG",0.132231572367382,0.0425703806903493,0.492725316290513,0.0251283509786757,0.0503127138681085
"102","HOXA7_SHORT",0.0411763799275896,0.0311905944138125,0.541996421217218,0.142216469931265,0.165477861513626
"103","HOXA9",0.0400378689376579,0.107375452110192,0.816341984208449,0.285112488557983,0.0168616525262855
"104","HOXB3",0.053344814358665,0.0562832177318707,0.446653083013791,0.0825275972390744,0.138016555235789
"105","HOXB8 ",0.0945640306823598,0.0932091444887297,0.179446388110763,0.0635644966873712,0.152899646134843
"106","HOXC9",0.200647125831357,0.071863546068618,0.586253801652472,0.0799440623121113,0.261149052575136
"107","HOXD3",0.109443968187758,0.230738279248544,0.364517082050084,0.12434292272079,0.13610368053171
"108","HR",0.104909736367866,0.191566339369113,0.118137051456098,0.0648657693630215,0.0929939680476988
"109","IGF1",0.623865627053345,0.321021346332087,0.177878563574475,0.0701656811910911,0.148488015975155
"110","IGF2",0.209602398782056,0.145933735434185,0.520770593764973,0.0957377477587844,0.118688252753417
"111","IKZF2",0.135158462052729,0.192178528428344,0.10145336309894,0.0654183456782985,0.216246586405235
"112","IL1RAPL1",0.203528070632378,0.0855612504348557,0.287667535823483,0.0628971687575836,0.216260541437022
"113","INTS6",0.0697273537720976,0.183207518638652,0.542122902398818,0.152515156425604,0.134315378687856
"114","JARID2",0.212430618817167,0.083347303800169,0.234725652799082,0.079360762044187,0.16494574205143
"115","JMJD1C",0.22548491567862,0.30656308030662,0.351888471384609,0.0533233343455181,0.0542797735611515
"116","JPH4",NA,0.189830180100905,0.662463278444337,0.370293150520335,NA
"117","KCNA4",NA,0.676356513361695,0.831145218595436,0.11418291230391,NA
"118","KCNH5",0.0578793482400747,0.0992327724951487,0.0612772943576394,0.10136543072563,0.195640460596834
"119","KDM2A",0.111820614860343,0.0503076475117032,0.288694885472829,0.152698037108577,0.0827997743358814
"120","KLF7",0.144971335883686,0.375478518510956,0.402990977153792,0.0665857332551963,0.13317600666448
"121","KMT2E",0.0840645376037115,0.0678789537917584,0.326089567050997,0.0868931634450894,0.171600237468846
"122","KSR2",NA,NA,0.176239950524222,0.378922464834402,NA
"123","LHX1",0.0876984141575008,0.0295915695030152,0.121431583374155,0.0488400151261374,0.0985052837044197
"124","LPAR4",0.231022611622523,0.304009882615516,0.151048571698811,0.0240437217539278,0.0854481541244002
"125","LRP1",0.06676534534858,0.110035669910117,0.334150990109523,0.375412293721386,0.0676928483942955
"126","LRR4C",0.157831567067503,0.149184622743086,0.115515845052447,0.138519690225534,0.1477925008253
"127","LRRTM1",0.176420259989646,0.149027751570431,0.0729607399451751,0.142448825627517,0.125061680833771
"128","LRRTM3",0.300755725725767,0.245577756117318,1.09961472766288,0.0165358159253549,0.105118456224926
"129","MAGI1",0.280980739264256,0.201541266378007,0.195798967868816,0.091678977310236,0.285847168731832
"130","MAML3",0.286622011684952,0.155849108506011,0.288585176465754,0.0532182170449884,0.148016458459932
"131","MAP2K6",0.256578614234065,0.382865143585229,0.329855467223397,0.100273023272059,0.173656213455425
"132","MAPK6",0.176875742510517,0.076444461907197,0.431099744608313,0.0405252769975524,0.225619536420154
"133","MARCKS",0.0283381042537663,0.148752620677182,0.0266806254332943,0.116411944425749,0.0632393963701335
"134","MBD5",0.167884836452855,0.156943407731458,0.195200184938996,0.111940262539416,0.114078674584312
"135","MBNL1",NA,NA,0.426730031777155,0.47962192794131,NA
"136","MECOM",0.191655919961867,0.0416009106624001,0.264233918837089,0.0524391024669704,0.112003360664818
"137","MED26",0.246995779431166,0.141675709291308,0.0641465571506118,0.120980816326035,0.0856739415994385
"138","MEF2C",0.160041834683631,0.357590369437134,0.160571040585919,0.138850766156102,0.152108004455607
"139","MEIS1",0.224175795927512,0.140940260916319,0.310278918259462,0.0560999336421346,0.129820088873287
"140","MGAT4C",0.131152845995157,0.294075721421198,0.278234084419333,0.105544559967831,0.177243289777216
"141","MLL5",NA,NA,NA,NA,NA
"142","MLLT3",0.106443137244468,0.190754199376605,0.492861335275156,0.132590853560355,0.276717451031847
"143","MYT1",NA,NA,0.017062174448919,0.212546296144755,NA
"144","N4BP2",0.182984279984916,0.370251108589237,0.170430330253147,0.0253090264863469,0.190505042716801
"145","NACC2",0.0363276182988308,0.263247730442557,0.000282771532095095,0.0808924277229253,0.0868449749442826
"146","NCAM1",NA,NA,0.289821146971998,0.19782713629165,NA
"147","NCDN",NA,0.356888511860337,0.253865536434341,0.45173360361914,NA
"148","NDP",0.0624797154926674,0.187640460842931,0.194687099487987,0.0807243837861832,0.0833031493263147
"149","NDST4",0.052172474420172,0.382359099022328,0.0682192324772291,0.11283546358307,0.249533940171988
"150","NEUROD6",0.114658780363678,0.179147877881702,0.33213978659706,0.289283650600648,0.0790623078647565
"151","NFAT5",0.190249647943599,0.174682958733413,0.113248409069354,0.06155930280483,0.140807490276904
"152","NFATC2",NA,NA,0.180725597723918,NA,NA
"153","NFE2L1",0.157012915209414,0.24530869778995,0.312713869627048,0.0653007007451346,0.122677881875609
"154","NFIA",0.0518701966626469,0.241178945183158,0.154157672000705,0.0565085704829514,0.213032055321721
"155","NFIB",0.110294955480221,0.226229952493301,0.0775858167873098,0.0808543038605467,0.0733426137633624
"156","NIPBL",0.12618735064748,0.195995529148535,0.113881997197057,0.0756272714859998,0.0814157133260087
"157","NKX2-1",0.222437154285145,0.133894313720896,0.324061806551721,0.0955134986932085,0.285713289314763
"158","NLK",0.134106786307667,0.222774124857439,0.410425695365869,0.0934842416347932,0.142821222993553
"159","NOL4 CR",0.0707008048559514,0.165258973983726,0.124273898649201,0.0610030092909365,0.034993178898194
"160","NR1D1",0.100771154257527,0.159010657241686,0.338192753844873,0.0953162354526782,0.15943707693573
"161","NR2F2",0.300814095924349,0.201412317451194,0.142261264306443,0.154490112551251,0.162379624770212
"162","NREP",0.112013654976551,0.170917850248895,0.417539000266284,0.108796027033684,0.170829121024367
"163","NTNG1",0.192351761899037,0.303585146166556,0.123620708370241,0.069342172143038,0.198284649448062
"164","NYAP2",0.101645270215414,0.109255582923615,0.292623248784621,0.134381212337651,0.28926139428924
"165","PABC1",0.139777959244107,0.38179502662784,0.36049754509288,0.118472290246557,0.221460954366856
"166","PAFAH1B1",NA,NA,0.363940825982246,0.535402064465901,NA
"167","PAPPA",NA,NA,0.517068210032053,0.532485294275213,NA
"168","PBX1",0.0912929547642001,0.28504287245086,0.882891225091904,0.00573474064382721,0.182318583418951
"169","PCDH10",0.268434927981298,0.165591926540977,0.164578245929266,0.0845798970685837,0.154347875019345
"170","PCDH17",0.0961435973750159,0.129517217115312,0.477220082635468,0.0444130368077679,0.192631337914798
"171","PCDH7",0.198920190436603,0.144198405370019,0.150330819345709,0.0799944404340307,0.113189346320346
"172","PCDH9",0.151054378354268,0.181616238392553,0.180233278306328,0.0654721432414294,0.287417784332465
"173","PDGFB",0.0497721302491821,0.138345745381134,0.482835470251462,0.0918733443102567,0.0508424282866106
"174","PDZRN4",0.201902594285634,0.275937776377486,0.559390536642933,0.0669090170439153,0.131628382941848
"175","PHACTR1",0.254927318423911,0.183939923040812,0.238388878641001,0.101703625605059,0.081056133701957
"176","PLAG1",0.161606731816636,0.101226545213149,0.188633732405536,0.131209518320452,0.0977149283767322
"177","PLEKHA7",0.165448632463277,0.139591501722626,0.221887251908729,0.149706002171758,0.371876757501776
"178","PPM1B",NA,NA,0.503601384043219,0.235922131839587,NA
"179","PPP1R10",0.1129351162152,0.0858732112824977,0.266631542208441,0.0569628197329165,0.121281729657613
"180","PPP2R5E",0.0463831253926985,0.121494649302826,0.0909158934313563,0.0611016890352123,0.117437923287735
"181","PRF",0.276898803128043,0.209526801993599,0.532246822104804,0.0413491278486826,0.109287681969629
"182","PRRX1",0.0262404152027155,0.0670836100132619,0.0952146355392199,0.178998832124947,0.149783925111318
"183","PTEN",0.117983368260277,0.131587257433255,0.349145775621039,0.0639678784330849,0.141561585291205
"184","PTMS",NA,NA,0.163074731763195,0.206356361332097,NA
"185","PTP4A1",NA,0.258936911502282,0.243782184391274,0.219916503843273,NA
"186","PTP4A2",NA,NA,0.677816202227511,0.190375372920524,NA
"187","PTPRG",0.306135117368064,0.292578269416957,0.0795052017402687,0.0458278231125862,0.0816558430513051
"188","PURA",NA,NA,0.130720756445205,0.13890862231402,NA
"189","QRICH1",0.161270003538369,0.299801928935041,0.239881952946633,0.0784779120061592,0.12885727873959
"190","R3HDM1",0.184503187068598,0.0444123621921196,0.255070455874757,0.0540272583401226,0.118353427296598
"191","RAI1",0.0332073670542238,0.0886028328503184,0.335513335111955,0.107347540554932,0.3079412422029
"192","RALYL",0.187014305277239,0.214303146371062,0.309420799141166,0.0690119215456836,0.0895814546827513
"193","RARG",0.0581544645098814,0.142949954255778,0.176381121268724,0.0333736932071839,0.130203104004791
"194","RBBP6",NA,NA,0.0779226430820316,0.253425186542054,NA
"195","RBM10",0.219139017017214,0.104788417649447,0.0811796591175827,0.322661066800663,0.0857580383027628
"196","RBM6",0.110838168200036,0.0973246283701779,0.389980348941233,0.0477792454335975,0.157546187877883
"197","RBMS3",0.150710379745113,0.0957679058662518,0.836998421408375,0.0521190573255921,0.145369989472908
"198","RFX4",0.128824135120613,0.123109919905408,0.283070182931231,0.125712740851113,0.208768141074148
"199","RFX7",0.130999310032417,0.129572001754229,0.55731015616752,0.0612531469693129,0.105400230774702
"200","RNF10",0.120982451495535,0.284700542962844,0.301190253052181,0.0735801172065762,0.105067051454044
"201","RNF220",NA,NA,0.0201683398822887,0.0751765819878878,NA
"202","RORB",0.17457279342963,0.0665947467918983,0.232056040602788,0.0189221369473233,0.107609735598294
"203","RTKN",NA,NA,0.406958941261368,0.281513623677621,NA
"204","RUNX1",0.236442837330191,0.202808363875291,0.414466194004581,0.115611793576138,0.0599897793478314
"205","RUNX2",0.181650163970251,1.807807737095,2.42523538633601,0.365685038028309,NA
"206","S1A9",0.0286563910141107,0.226023764766951,0.166310590665523,0.0464893495109384,0.0907831897001511
"207","S2B6",0.179814722226573,0.140741986888885,0.122182692371934,0.0690336638137691,0.0935048124034604
"208","S3C1",0.065481497172107,0.0636647709070597,0.496787026386221,0.14109518922269,0.0687633470064392
"209","SEMA3A",0.0333756717737238,0.0494915790176519,0.145055811637583,0.0440192112069676,0.149391163719945
"210","SEMA6A",0.15663851843063,0.136902505256623,0.190356272920975,0.140208993570846,0.115039671864245
"211","SENP3",0.226721959914438,0.245914502822541,0.808051796845428,0.093253959658923,0.049003745438837
"212","SERTAD2",0.107769089245865,0.124779695806541,0.265619221044725,0.110392130658523,0.14143052430407
"213","SETD1B",NA,NA,0.317398068404785,0.325922912427681,NA
"214","SGCZ",0.142472282820319,0.0912097162135349,0.260551334356813,0.086060619687728,NA
"215","SLC12A5",0.259550397825968,0.158784344334409,0.242141010510155,0.0444586795752734,0.264509032819478
"216","SLC22A17",0.194672283186721,0.0792451499387899,0.170701792156499,0.0593948584712668,0.0682430768658623
"217","SLC25A14",0.118845544299004,0.269573413022148,0.34624518648796,0.116960409181076,0.0236391595846446
"218","SLC5A3",0.111344381699427,0.137938017185619,0.993154179274779,0.131408939997315,0.0558983412688654
"219","SLITRK1",0.234179941006231,0.168055205624462,0.412005227034913,0.110660585625541,0.244021698570195
"220","SMAD6",0.0964794752672531,0.121003810152548,0.252433189741364,0.0383523011863178,0.194796468780889
"221","SMARCA2",0.27254800015254,0.262651342647429,0.0686375779329081,0.0192258893815321,0.159814479088441
"222","SOX2",0.14795750262739,0.249741880426525,0.135879710692526,0.0550793311625745,0.0607636075866962
"223","SOX6",0.181992634689228,0.116773861843786,0.147412554810441,0.13265090097885,0.0765812751544227
"224","SPEN",NA,NA,0.232934642545538,0.24820327206291,NA
"225","SPTB",NA,NA,0.0954989410348678,0.22553473587006,NA
"226","SREK1",NA,0.30273984855257,0.672991784297398,0.438149630728116,NA
"227","SRGAP2",0.0785813963866499,0.0554381278373467,0.276923346693298,0.0901203031449751,0.127520738852465
"228","SRSF11",0.358708120626363,0.331652787473572,0.603601707227083,0.107530312974034,0.0644425188805403
"229","STOX2",NA,NA,0.468094579848487,0.107357000398736,NA
"230","SYNPR",0.235401197141594,0.219797493793792,0.21860514176173,0.0619695445763198,0.068736147874118
"231","SYTL2",0.220276494061988,0.151920482165572,0.116149237606379,0.144647828768078,0.188956111811797
"232","TAOK1",0.043490219200112,0.247239183674239,0.322711299940424,0.0941002334699524,0.0622459765915102
"233","TAOK2",0.254578416719573,0.262888293214258,0.181216001950748,0.0917820783614863,0.0427606568175152
"234","TBR1",0.189401605793747,0.141012850299294,0.264484324400133,0.193540391246676,0.122944992817934
"235","TCF4",0.214582626662685,0.215379273226128,0.547406626210431,0.194460045835211,0.313160099519388
"236","TCF7L2",0.0461996335286755,0.150272556756785,0.26485458568553,0.122090297975469,0.216301366642854
"237","TEK",0.155373175644257,0.254164707704351,0.134025559211909,0.0741679555194939,0.0502593210237766
"238","TGFB3",0.131334895433819,0.0627910120419955,0.161011073114779,0.104447564658735,0.131571221030923
"239","TIAL1",0.187845430452597,0.272100568253516,0.615467994676523,0.106431715815952,0.136777915550351
"240","TJAP1",0.118100010922189,0.238815093013664,0.399669621669693,0.106888717922369,0.106406523879665
"241","TLE4",0.0469323074161341,0.187382476720936,0.0873648083358495,0.0320169105970382,0.0778546880842284
"242","TMEM8B",0.0870425517356329,0.174167649136706,0.735769780167158,0.19604685762548,0.274661614397299
"243","TMTC2",0.117901962286581,0.166892233519529,0.189861191579212,0.0438446427809854,0.0858110961172032
"244","TRIB2",0.0999780944202795,0.0952722128646367,0.190805579523012,0.0446966249322069,0.147493462850373
"245","TRIM66",0.208999318546695,0.173270469406286,0.200848443322259,0.101341926232572,0.0926447712327387
"246","TRP63",0.109066027361766,0.120104209450587,0.177832153216294,0.658336181856036,0.157271574619933
"247","TRPM7",0.0930581753435567,0.181737264349867,0.154061935871553,0.121856015579761,0.148773863294714
"248","TRPS1",NA,NA,0.217777692403189,0.518820234790313,NA
"249","TSGA10",0.172574209368705,0.146133655852952,0.00263563847762872,0.150442291339415,0.244439575634159
"250","TTBK2",NA,NA,0.578094011164453,0.416242047580107,NA
"251","TULP4",0.170144439648092,0.122807331320062,0.125493974563748,0.0569228006152776,0.171054921624754
"252","UBE3A",0.00701786743350937,0.190349537757865,0.152680679321117,0.0772172976638467,0.131231019174693
"253","UBE4B",0.317600988293258,0.300496948991247,0.442011906588323,0.0141430629458028,0.146453729769476
"254","UNC79",0.104255977907951,0.189068939635222,0.15828147281203,0.0728144563860077,0.0736121598851609
"255","VMN1R71",0.0670075769199147,NA,0.624394470268005,NA,NA
"256","VWC2L",0.19921837006324,0.179814390350462,0.316207272497944,0.0839709134865094,0.174047624427436
"257","WDTC1",0.148833782571048,0.272398067904568,0.918967008994971,0.102294323885095,0.115398906134271
"258","WSB1",0.156837390784449,0.0673742398246613,0.315956091037673,0.0843931796442056,0.0524142677534325
"259","ZAFP503",NA,NA,NA,0.158416726444783,NA
"260","ZBTB38",0.223242765090816,0.116164565694812,0.300840094299865,0.059525949550723,0.0798080724149114
"261","ZC3H6",0.151772082175653,0.134074209755616,0.139220544090927,0.0846193440218076,0.0755819868907897
"262","ZEB2",0.193607942865482,0.132455911443093,0.139277115535958,0.0405442836047378,0.224238686069325
"263","ZFHX4",0.133539415074018,0.12742857488325,0.21326334431337,0.125339523266475,0.199523543171283
"264","ZFP462",0.0987823028517288,0.175133343666206,0.33918397224899,0.0519505982302472,0.173691213459888
"265","ZFP532",0.130428823923777,0.082937850845169,0.118993260718195,0.0545606470551549,0.118592934676769
"266","ZFP608",0.233203226270377,0.120845426814396,0.12146693706356,0.0513891283195496,0.113285811655307
"267","ZFX",0.130931586855718,0.171961377055858,0.233924019056608,0.0780458321757753,0.13180365261385
"268","ZIC5",0.14791655909843,0.242695688206492,0.203079586269561,0.0554071665029835,0.14753490863159
